model,arm,phase1_type,phase3_cfg,image_idx,y_true,phase1_l2_uniform,phase1_l2,phase1_queries,winning_corruption,jpeg_l2,blur_l2,fractal_l2,best_l2,final_l2,IR_phase3,IR_total,n_gens,queries_phase3
standard,A,uniform,lam28_xi1.0_tau3,38,5,3.2256949940863713,3.2256949940863713,27,,,,,2.559677616921607,2.559677616921607,0.2064725209251855,0.2064725209251855,9,1499
standard,B,uniform,lam14_xi0.75_tau3,38,5,3.2256949940863713,3.2256949940863713,27,,,,,1.8120492376402917,1.812541852826429,0.43824532667772365,0.43824532667772365,28,1499
standard,C,corruption,lam28_xi1.0_tau3,38,5,3.2256949940863713,1.7582329159792283,129,fractal,3.368743954394702,2.22398750714578,1.7582329159792283,1.4987363532742686,1.4987363532742686,0.14758941227103348,0.5353756768628515,19,1387
standard,D,corruption,lam14_xi0.75_tau3,38,5,3.2256949940863713,1.7582329159792283,129,fractal,3.368743954394702,2.22398750714578,1.7582329159792283,1.2751675740345247,1.2751675740345247,0.2747447949327383,0.6046843931703789,24,1381
robust,A,uniform,lam28_xi1.0_tau3,38,5,7.8711073101534685,7.8711073101534685,27,,,,,7.53319928847244,7.535536781623329,0.04293017594171763,0.04293017594171763,10,1499
robust,B,uniform,lam14_xi0.75_tau3,38,5,7.8711073101534685,7.8711073101534685,27,,,,,7.4888921481582305,7.4888921481582305,0.04855926198620023,0.04855926198620023,17,1500
robust,C,corruption,lam28_xi1.0_tau3,38,5,7.8711073101534685,7.595411678731336,97,blur,,7.595411678731336,9.134903512776233,6.812430859081675,6.812430859081675,0.1030860278241617,0.13450159035516335,10,1429
robust,D,corruption,lam14_xi0.75_tau3,38,5,7.8711073101534685,7.595411678731336,97,blur,,7.595411678731336,9.134903512776233,7.365258433017821,7.446622407496328,0.03030161569227257,0.06426654563368989,14,1430
standard,A,uniform,lam28_xi1.0_tau3,39,6,9.598015017955365,9.598015017955365,27,,,,,9.070254048647366,9.073543017454492,0.054986470465059466,0.054986470465059466,6,1499
standard,B,uniform,lam14_xi0.75_tau3,39,6,9.598015017955365,9.598015017955365,27,,,,,6.2664887080154,6.2664887080154,0.3471057613170593,0.3471057613170593,27,1499
standard,C,corruption,lam28_xi1.0_tau3,39,6,9.598015017955365,1.999976474778681,139,jpeg,1.999976474778681,2.2603440101913104,6.306170321814006,1.907678629384025,1.907678629384025,0.04614946553552319,0.8012423791986928,20,1363
standard,D,corruption,lam14_xi0.75_tau3,39,6,9.598015017955365,1.999976474778681,139,jpeg,1.999976474778681,2.2603440101913104,6.306170321814006,1.8762149534895587,1.881360386118521,0.061881488532417796,0.8045205232561469,26,1388
robust,A,uniform,lam28_xi1.0_tau3,39,6,9.179096361292784,9.179096361292784,27,,,,,8.678520095809748,8.680437726819433,0.05453437307771482,0.05453437307771482,14,1499
robust,B,uniform,lam14_xi0.75_tau3,39,6,9.179096361292784,9.179096361292784,27,,,,,8.657978478098217,8.667451303945423,0.05677224235187922,0.05677224235187922,8,1499
robust,C,corruption,lam28_xi1.0_tau3,39,6,9.179096361292784,3.35876669073409,72,blur,,3.35876669073409,,3.3531998173405433,3.3531998173405433,0.001657415922607618,0.6346917294080701,19,1434
robust,D,corruption,lam14_xi0.75_tau3,39,6,9.179096361292784,3.35876669073409,72,blur,,3.35876669073409,,3.3465792195448985,3.3465792195448985,0.003628555452456248,0.6354129984235654,25,1454
standard,A,uniform,lam28_xi1.0_tau3,40,0,6.4241287632394535,6.4241287632394535,27,,,,,3.724703452604109,3.724703452604109,0.4202009969168368,0.4202009969168368,20,1490
standard,B,uniform,lam14_xi0.75_tau3,40,0,6.4241287632394535,6.4241287632394535,27,,,,,4.248769881880702,4.249835195096363,0.33862317545792736,0.33862317545792736,21,1499
standard,C,corruption,lam28_xi1.0_tau3,40,0,6.4241287632394535,4.590116650807272,46,fractal,,,4.590116650807272,3.7948462414963755,3.796717408384066,0.17325712390577938,0.40928235075058284,10,1480
standard,D,corruption,lam14_xi0.75_tau3,40,0,6.4241287632394535,4.590116650807272,46,fractal,,,4.590116650807272,2.9769248487763558,2.9808061099804504,0.35144897717298784,0.5366025560055553,26,1469
robust,A,uniform,lam28_xi1.0_tau3,40,0,9.347972450760121,9.347972450760121,27,,,,,8.92353891168592,8.92353891168592,0.04540380722235531,0.04540380722235531,15,1499
robust,B,uniform,lam14_xi0.75_tau3,40,0,9.347972450760121,9.347972450760121,27,,,,,9.011590773488516,9.011590773488516,0.035984453210947655,0.035984453210947655,14,1499
robust,C,corruption,lam28_xi1.0_tau3,40,0,9.347972450760121,6.797843877406029,94,blur,,6.797843877406029,6.876765179955342,6.781690900968882,6.79401284885863,0.0023761911465537884,0.27452814643057327,20,1433
robust,D,corruption,lam14_xi0.75_tau3,40,0,9.347972450760121,6.797843877406029,94,blur,,6.797843877406029,6.876765179955342,6.778679419944261,6.778679419944261,0.002819196469849039,0.27485029982164105,26,1409
standard,A,uniform,lam28_xi1.0_tau3,41,9,5.25530948683389,5.25530948683389,27,,,,,4.296610380324696,4.309546819727709,0.1824248617347883,0.1824248617347883,13,1499
standard,B,uniform,lam14_xi0.75_tau3,41,9,5.25530948683389,5.25530948683389,27,,,,,3.7499713385610103,3.75144899498438,0.2864413888552517,0.2864413888552517,23,1499
standard,C,corruption,lam28_xi1.0_tau3,41,9,5.25530948683389,2.9404839421359306,135,jpeg,2.9404839421359306,3.000437525794936,3.983961951231875,2.937294219403553,2.937294219403553,0.0010847611465140028,0.4410806391588646,3,1391
standard,D,corruption,lam14_xi0.75_tau3,41,9,5.25530948683389,2.9404839421359306,135,jpeg,2.9404839421359306,3.000437525794936,3.983961951231875,2.9404839421359306,2.9568626678790655,0.0,0.4404736867538029,3,1391
robust,A,uniform,lam28_xi1.0_tau3,41,9,8.336522194951742,8.336522194951742,27,,,,,8.153894754999149,8.153894754999149,0.02190690982184217,0.02190690982184217,14,1499
robust,B,uniform,lam14_xi0.75_tau3,41,9,8.336522194951742,8.336522194951742,27,,,,,8.195898041836694,8.195898041836694,0.016868443437984815,0.016868443437984815,10,1499
robust,C,corruption,lam28_xi1.0_tau3,41,9,8.336522194951742,5.1002113159892515,97,blur,,5.1002113159892515,9.616709730025148,5.0996950707101245,5.0996950707101245,0.00010122037051847873,0.3882706779335042,8,1429
robust,D,corruption,lam14_xi0.75_tau3,41,9,8.336522194951742,5.1002113159892515,97,blur,,5.1002113159892515,9.616709730025148,5.08724641969457,5.087247203119238,0.002542031200557546,0.3897639446368656,24,1413
standard,A,uniform,lam28_xi1.0_tau3,42,3,2.1085620465032773,2.1085620465032773,27,,,,,0.4371792807600664,0.44426915912634457,0.7926647302197911,0.7926647302197911,23,1484
standard,B,uniform,lam14_xi0.75_tau3,42,3,2.1085620465032773,2.1085620465032773,27,,,,,0.5265644402485508,0.5265644402485508,0.750273205798342,0.750273205798342,31,1476
standard,C,corruption,lam28_xi1.0_tau3,42,3,2.1085620465032773,3.2398210141683017,42,fractal,,,3.2398210141683017,0.756084680818016,0.756084680818016,0.7666276385295588,0.6414216588637431,20,1483
standard,D,corruption,lam14_xi0.75_tau3,42,3,2.1085620465032773,3.2398210141683017,42,fractal,,,3.2398210141683017,0.5569403216189108,0.5569403216189108,0.8280953425564828,0.7358672359001672,28,1459
robust,A,uniform,lam28_xi1.0_tau3,42,3,6.432395427552433,6.432395427552433,27,,,,,6.432395427552433,6.480009969963967,0.0,0.0,4,1499
robust,B,uniform,lam14_xi0.75_tau3,42,3,6.432395427552433,6.432395427552433,27,,,,,5.763497906519596,5.763497906519596,0.10398886830988194,0.10398886830988194,21,1499
robust,C,corruption,lam28_xi1.0_tau3,42,3,6.432395427552433,6.468356090936343,72,blur,,6.468356090936343,,5.507500976306178,5.507500976306178,0.14854703438119987,0.14378693935459483,4,1454
robust,D,corruption,lam14_xi0.75_tau3,42,3,6.432395427552433,6.468356090936343,72,blur,,6.468356090936343,,6.06931059568353,6.078180737678483,0.06169194918195177,0.05644628598448266,25,1455
standard,A,uniform,lam28_xi1.0_tau3,43,9,0.6755826090463208,0.6755826090463208,27,,,,,0.5706173542196499,0.5706173542196499,0.1553699775884463,0.1553699775884463,7,1499
standard,B,uniform,lam14_xi0.75_tau3,43,9,0.6755826090463208,0.6755826090463208,27,,,,,0.39529192810863606,0.3961381201611822,0.41488735379579145,0.41488735379579145,29,1500
standard,C,corruption,lam28_xi1.0_tau3,43,9,0.6755826090463208,0.35214406753659283,126,fractal,4.475824525615264,1.249922427905235,0.35214406753659283,0.33734059618901785,0.33734555658980425,0.0420381108536968,0.5006671402254993,11,1400
standard,D,corruption,lam14_xi0.75_tau3,43,9,0.6755826090463208,0.35214406753659283,126,fractal,4.475824525615264,1.249922427905235,0.35214406753659283,0.35214406753659283,0.3523494677111409,0.0,0.4787549844811823,2,1400
robust,A,uniform,lam28_xi1.0_tau3,43,9,2.787530690006238,2.787530690006238,27,,,,,2.668098111235712,2.668255170471573,0.04284529644775287,0.04284529644775287,4,1499
robust,B,uniform,lam14_xi0.75_tau3,43,9,2.787530690006238,2.787530690006238,27,,,,,2.3416172657645338,2.342288879791257,0.15996718021450967,0.15996718021450967,25,1500
robust,C,corruption,lam28_xi1.0_tau3,43,9,2.787530690006238,0.8629408182940542,132,blur,1.4126110671391985,0.8629408182940542,2.497569039331653,0.8573757579282196,0.8573757579282196,0.006448947885946746,0.6924246391252106,18,1379
robust,D,corruption,lam14_xi0.75_tau3,43,9,2.787530690006238,0.8629408182940542,132,blur,1.4126110671391985,0.8629408182940542,2.497569039331653,0.8089262322154169,0.8091350903787533,0.0625936158465868,0.7098054435362623,12,1394
standard,A,uniform,lam28_xi1.0_tau3,44,7,4.1692985026141445,4.1692985026141445,27,,,,,2.7934558661558593,2.7973051136132905,0.32999379526211275,0.32999379526211275,20,1475
standard,B,uniform,lam14_xi0.75_tau3,44,7,4.1692985026141445,4.1692985026141445,27,,,,,4.129391607540327,4.131373171252317,0.009571609000601777,0.009571609000601777,6,1499
standard,C,corruption,lam28_xi1.0_tau3,44,7,4.1692985026141445,2.19293747250689,137,blur,2.202323290440234,2.19293747250689,4.253916226689317,2.19293747250689,2.2218236455152995,0.0,0.4740272323672864,2,1389
standard,D,corruption,lam14_xi0.75_tau3,44,7,4.1692985026141445,2.19293747250689,137,blur,2.202323290440234,2.19293747250689,4.253916226689317,2.1891544564967123,2.19436539020772,0.0017250906866274345,0.47493458309014924,23,1390
robust,A,uniform,lam28_xi1.0_tau3,44,7,3.247443770591829,3.247443770591829,27,,,,,3.2337846820176512,3.2367791070483762,0.004206104720848966,0.004206104720848966,6,1499
robust,B,uniform,lam14_xi0.75_tau3,44,7,3.247443770591829,3.247443770591829,27,,,,,3.2468545624054825,3.254413570371958,0.000181437533016677,0.000181437533016677,4,1499
robust,C,corruption,lam28_xi1.0_tau3,44,7,3.247443770591829,1.2723460239763036,136,blur,2.0229334905640957,1.2723460239763036,4.006542356773133,1.251119474587664,1.2511195980710865,0.016683000527091665,0.6147371400491858,16,1372
robust,D,corruption,lam14_xi0.75_tau3,44,7,3.247443770591829,1.2723460239763036,136,blur,2.0229334905640957,1.2723460239763036,4.006542356773133,1.2546462550330542,1.255624510462968,0.013911128427103939,0.6136511226476443,18,1381
standard,A,uniform,lam28_xi1.0_tau3,45,6,12.316031972981165,12.316031972981165,27,,,,,4.739318586240627,4.760712893303553,0.6151911105266928,0.6151911105266928,24,1500
standard,B,uniform,lam14_xi0.75_tau3,45,6,12.316031972981165,12.316031972981165,27,,,,,4.288076809723489,4.288076809723489,0.6518296786553782,0.6518296786553782,27,1498
standard,C,corruption,lam28_xi1.0_tau3,45,6,12.316031972981165,1.2084014162931145,142,blur,1.980054824065973,1.2084014162931145,6.652468469860842,1.2039113540728346,1.2039113540728346,0.003715704202047042,0.9022484387249101,19,1365
standard,D,corruption,lam14_xi0.75_tau3,45,6,12.316031972981165,1.2084014162931145,142,blur,1.980054824065973,1.2084014162931145,6.652468469860842,1.1961771624954154,1.1961771624954154,0.010116053848395963,0.9028764162743665,27,1365
robust,A,uniform,lam28_xi1.0_tau3,45,6,7.819108338257961,7.819108338257961,27,,,,,7.594169222416222,7.602722415934684,0.028767873024746145,0.028767873024746145,13,1499
robust,B,uniform,lam14_xi0.75_tau3,45,6,7.819108338257961,7.819108338257961,27,,,,,7.685184644204649,7.6964782398852245,0.017127745039423402,0.017127745039423402,6,1499
robust,C,corruption,lam28_xi1.0_tau3,45,6,7.819108338257961,0.9056236905410102,118,blur,1.2607857144531431,0.9056236905410102,,0.8872541421714585,0.8872541636363896,0.02028386465749141,0.8865274525190769,19,1407
robust,D,corruption,lam14_xi0.75_tau3,45,6,7.819108338257961,0.9056236905410102,118,blur,1.2607857144531431,0.9056236905410102,,0.90262713096631,0.90262713096631,0.0033088352325568336,0.884561372995708,21,1404
standard,A,uniform,lam28_xi1.0_tau3,46,9,3.1082973975840806,3.1082973975840806,27,,,,,2.728679666180334,2.732222948703659,0.12213044083194995,0.12213044083194995,3,1499
standard,B,uniform,lam14_xi0.75_tau3,46,9,3.1082973975840806,3.1082973975840806,27,,,,,1.8717970463007874,1.8717970463007874,0.39780632067071875,0.39780632067071875,24,1499
standard,C,corruption,lam28_xi1.0_tau3,46,9,3.1082973975840806,1.6464400105901043,130,fractal,4.019111590987808,2.483815164275813,1.6464400105901043,1.6383888634006096,1.6436162068693225,0.004890033731996706,0.47289829323473204,4,1396
standard,D,corruption,lam14_xi0.75_tau3,46,9,3.1082973975840806,1.6464400105901043,130,fractal,4.019111590987808,2.483815164275813,1.6464400105901043,1.612332440097213,1.612343388026388,0.020715950944770037,0.48128115367905405,15,1396
robust,A,uniform,lam28_xi1.0_tau3,46,9,7.837819535345207,7.837819535345207,27,,,,,7.401839214882931,7.401839214882931,0.05562520526227884,0.05562520526227884,15,1499
robust,B,uniform,lam14_xi0.75_tau3,46,9,7.837819535345207,7.837819535345207,27,,,,,7.140062708471736,7.140062708471736,0.08902435476179145,0.08902435476179145,18,1499
robust,C,corruption,lam28_xi1.0_tau3,46,9,7.837819535345207,5.587909364437554,97,blur,,5.587909364437554,10.739456869020401,5.558902851482161,5.558902851482161,0.005190941918277216,0.2907590144919908,19,1422
robust,D,corruption,lam14_xi0.75_tau3,46,9,7.837819535345207,5.587909364437554,97,blur,,5.587909364437554,10.739456869020401,5.583216904612862,5.583235182509603,0.0008397523149812024,0.28765686943480306,16,1429
standard,A,uniform,lam28_xi1.0_tau3,47,8,3.343093412610201,3.343093412610201,27,,,,,1.463224847335737,1.4632717322799904,0.5623141005224593,0.5623141005224593,23,1484
standard,B,uniform,lam14_xi0.75_tau3,47,8,3.343093412610201,3.343093412610201,27,,,,,1.5770249534016259,1.5770608380418585,0.5282737396887975,0.5282737396887975,17,1499
standard,C,corruption,lam28_xi1.0_tau3,47,8,3.343093412610201,1.585519902732893,83,fractal,,2.3113310522968646,1.585519902732893,1.585519902732893,1.6052675416963498,0.0,0.5257326951283243,3,1443
standard,D,corruption,lam14_xi0.75_tau3,47,8,3.343093412610201,1.585519902732893,83,fractal,,2.3113310522968646,1.585519902732893,1.5819918608998396,1.5861026587846012,0.002225164015268623,0.5267880176687432,4,1443
robust,A,uniform,lam28_xi1.0_tau3,47,8,4.994275778463771,4.994275778463771,27,,,,,4.479343814185412,4.5029014692532785,0.1031044313769856,0.1031044313769856,12,1499
robust,B,uniform,lam14_xi0.75_tau3,47,8,4.994275778463771,4.994275778463771,27,,,,,4.493572976997318,4.4939267455657745,0.10025533704517774,0.10025533704517774,17,1499
robust,C,corruption,lam28_xi1.0_tau3,47,8,4.994275778463771,5.137565346775059,93,blur,,5.137565346775059,6.119564490475613,4.044116083610831,4.04913397460484,0.21283413238735843,0.19024974530845934,14,1420
robust,D,corruption,lam14_xi0.75_tau3,47,8,4.994275778463771,5.137565346775059,93,blur,,5.137565346775059,6.119564490475613,4.006351744194821,4.012645088206164,0.22018476189121777,0.1978112699601129,10,1433
standard,A,uniform,lam28_xi1.0_tau3,48,3,4.52913862279729,4.52913862279729,27,,,,,1.4583155497561788,1.4583155497561788,0.6780148122612566,0.6780148122612566,21,1476
standard,B,uniform,lam14_xi0.75_tau3,48,3,4.52913862279729,4.52913862279729,27,,,,,2.885024174438349,2.889997608188689,0.36300819764785686,0.36300819764785686,10,1499
standard,C,corruption,lam28_xi1.0_tau3,48,3,4.52913862279729,3.4914353548240595,41,fractal,,,3.4914353548240595,1.4240570716167797,1.425276096685927,0.5921284724206096,0.6855788285108279,16,1485
standard,D,corruption,lam14_xi0.75_tau3,48,3,4.52913862279729,3.4914353548240595,41,fractal,,,3.4914353548240595,1.2789445713614462,1.2813318106940337,0.63369089174332,0.7176185853698724,29,1486
robust,A,uniform,lam28_xi1.0_tau3,48,3,2.8161473809885416,2.8161473809885416,27,,,,,2.7110160690095735,2.714323558512726,0.03733160866817426,0.03733160866817426,4,1499
robust,B,uniform,lam14_xi0.75_tau3,48,3,2.8161473809885416,2.8161473809885416,27,,,,,2.4985117737241738,2.4985117737241738,0.11279083240056469,0.11279083240056469,11,1499
robust,C,corruption,lam28_xi1.0_tau3,48,3,2.8161473809885416,3.3684452758205734,87,fractal,,5.95828157562478,3.3684452758205734,2.9944496514452266,3.006150837767095,0.11102915254701273,-0.06331425395573446,12,1439
robust,D,corruption,lam14_xi0.75_tau3,48,3,2.8161473809885416,3.3684452758205734,87,fractal,,5.95828157562478,3.3684452758205734,3.0151715544609545,3.0163171734755836,0.10487738182819648,-0.07067249917955298,10,1439
standard,A,uniform,lam28_xi1.0_tau3,49,8,5.935976911025279,5.935976911025279,27,,,,,4.0839204704089465,4.092661663440525,0.31200533094668664,0.31200533094668664,5,1499
standard,B,uniform,lam14_xi0.75_tau3,49,8,5.935976911025279,5.935976911025279,27,,,,,4.674679192641994,4.68179033239665,0.21248359575668063,0.21248359575668063,8,1499
standard,C,corruption,lam28_xi1.0_tau3,49,8,5.935976911025279,2.1081032389474985,137,jpeg,2.1081032389474985,2.941794476920842,5.524439341935143,2.1081032389474985,2.13045642197023,0.0,0.6448599328221812,2,1389
standard,D,corruption,lam14_xi0.75_tau3,49,8,5.935976911025279,2.1081032389474985,137,jpeg,2.1081032389474985,2.941794476920842,5.524439341935143,2.0092343337706016,2.009242478374778,0.046899460780800616,0.6615158104744783,22,1389
robust,A,uniform,lam28_xi1.0_tau3,49,8,10.60412134960339,10.60412134960339,27,,,,,10.178774912069068,10.343283845000636,0.04011142682276371,0.04011142682276371,14,1500
robust,B,uniform,lam14_xi0.75_tau3,49,8,10.60412134960339,10.60412134960339,27,,,,,10.293301836418433,10.298240194723672,0.029311199196771085,0.029311199196771085,16,1488
robust,C,corruption,lam28_xi1.0_tau3,49,8,10.60412134960339,12.744243488836188,52,fractal,,,12.744243488836188,8.287338689942379,8.289688146690542,0.3497190557288086,0.21847945560785786,13,1474
robust,D,corruption,lam14_xi0.75_tau3,49,8,10.60412134960339,12.744243488836188,52,fractal,,,12.744243488836188,9.380806450993047,9.382148366602882,0.26391814004412845,0.11536221232097627,13,1474
standard,A,uniform,lam28_xi1.0_tau3,50,8,2.4694515143611833,2.4694515143611833,27,,,,,2.4656127095143607,2.4710350319900125,0.0015545171972390726,0.0015545171972390726,4,1499
standard,B,uniform,lam14_xi0.75_tau3,50,8,2.4694515143611833,2.4694515143611833,27,,,,,1.903113980617753,1.9055889640200216,0.22933737732847723,0.22933737732847723,6,1499
standard,C,corruption,lam28_xi1.0_tau3,50,8,2.4694515143611833,1.6419811111244373,130,blur,1.9389135300082263,1.6419811111244373,1.8148110462489824,1.5937902401640482,1.6020199675525557,0.02934922371146385,0.35459747604060887,4,1396
standard,D,corruption,lam14_xi0.75_tau3,50,8,2.4694515143611833,1.6419811111244373,130,blur,1.9389135300082263,1.6419811111244373,1.8148110462489824,1.6419811111244373,1.6499901117106681,0.0,0.3350826685296562,2,1396
robust,A,uniform,lam28_xi1.0_tau3,50,8,4.976339468510883,4.976339468510883,27,,,,,4.722222789449246,4.729061209885163,0.051064980729234426,0.051064980729234426,10,1499
robust,B,uniform,lam14_xi0.75_tau3,50,8,4.976339468510883,4.976339468510883,27,,,,,4.901410914442299,4.932355227767194,0.015056961958225363,0.015056961958225363,12,1499
robust,C,corruption,lam28_xi1.0_tau3,50,8,4.976339468510883,5.928971536772274,47,fractal,,,5.928971536772274,5.824356822118981,5.897341345794118,0.017644664678259828,-0.17040986833276833,11,1479
robust,D,corruption,lam14_xi0.75_tau3,50,8,4.976339468510883,5.928971536772274,47,fractal,,,5.928971536772274,5.652689771475083,5.652689771475083,0.046598598691806055,-0.13591321638002932,15,1473
standard,A,uniform,lam28_xi1.0_tau3,51,7,4.096427340034305,4.096427340034305,27,,,,,3.187580855985788,3.191122505601911,0.2218632014209987,0.2218632014209987,6,1499
standard,B,uniform,lam14_xi0.75_tau3,51,7,4.096427340034305,4.096427340034305,27,,,,,2.9250753728300216,2.9250753728300216,0.28594476844656397,0.28594476844656397,9,1499
standard,C,corruption,lam28_xi1.0_tau3,51,7,4.096427340034305,2.7371432111560234,131,fractal,5.684040363862481,4.32670610516954,2.7371432111560234,2.494311320012983,2.494311320012983,0.08871727652148725,0.3911008024880298,19,1388
standard,D,corruption,lam14_xi0.75_tau3,51,7,4.096427340034305,2.7371432111560234,131,fractal,5.684040363862481,4.32670610516954,2.7371432111560234,2.388877687766344,2.388877687766344,0.12723686578408547,0.41683875009330973,21,1385
robust,A,uniform,lam28_xi1.0_tau3,51,7,7.315748468477769,7.315748468477769,27,,,,,6.970586487863072,6.974478356451186,0.04718067906543497,0.04718067906543497,15,1475
robust,B,uniform,lam14_xi0.75_tau3,51,7,7.315748468477769,7.315748468477769,27,,,,,7.0386512825352145,7.0386512825352145,0.03787680606249868,0.03787680606249868,7,1499
robust,C,corruption,lam28_xi1.0_tau3,51,7,7.315748468477769,4.808414468576507,139,blur,6.640581823488431,4.808414468576507,7.659820727400887,4.789713166234058,4.8064426404517775,0.003889286679562235,0.3452873363713826,20,1388
robust,D,corruption,lam14_xi0.75_tau3,51,7,7.315748468477769,4.808414468576507,139,blur,6.640581823488431,4.808414468576507,7.659820727400887,4.761102051516961,4.7611020515177795,0.00983950476165029,0.3491982300879145,19,1373
standard,A,uniform,lam28_xi1.0_tau3,52,7,2.3589450652878403,2.3589450652878403,27,,,,,0.9337475931690645,0.9344438074485717,0.604167300498315,0.604167300498315,3,1499
standard,B,uniform,lam14_xi0.75_tau3,52,7,2.3589450652878403,2.3589450652878403,27,,,,,0.6611348723365983,0.6611348723365983,0.7197328237671673,0.7197328237671673,25,1499
standard,C,corruption,lam28_xi1.0_tau3,52,7,2.3589450652878403,1.3452886873740058,129,jpeg,1.3452886873740058,2.0080278363145334,1.5921784357390032,0.9408018970216755,0.9419675301209274,0.3006691382664383,0.6011768519472164,5,1397
standard,D,corruption,lam14_xi0.75_tau3,52,7,2.3589450652878403,1.3452886873740058,129,jpeg,1.3452886873740058,2.0080278363145334,1.5921784357390032,0.49624865676359403,0.49624865676359403,0.6311210661168437,0.78963110923355,27,1398
robust,A,uniform,lam28_xi1.0_tau3,52,7,10.268191635052386,10.268191635052386,27,,,,,7.752760281716551,7.752760281716551,0.24497316009850664,0.24497316009850664,14,1499
robust,B,uniform,lam14_xi0.75_tau3,52,7,10.268191635052386,10.268191635052386,27,,,,,8.333585764684246,8.333585764684246,0.18840765142754076,0.18840765142754076,11,1499
robust,C,corruption,lam28_xi1.0_tau3,52,7,10.268191635052386,3.853694507228489,94,blur,,3.853694507228489,5.990397896987728,3.7288101910918834,3.7576528467640924,0.03240638714416941,0.6368581417624799,21,1433
robust,D,corruption,lam14_xi0.75_tau3,52,7,10.268191635052386,3.853694507228489,94,blur,,3.853694507228489,5.990397896987728,3.7210912774868667,3.7210912774868667,0.03440937767456512,0.6376098723377709,25,1433
standard,A,uniform,lam28_xi1.0_tau3,53,7,5.060599030784012,5.060599030784012,27,,,,,4.960142342772519,4.969781754391454,0.019850750355917712,0.019850750355917712,6,1499
standard,B,uniform,lam14_xi0.75_tau3,53,7,5.060599030784012,5.060599030784012,27,,,,,3.941704441008261,3.9436908113954727,0.22109923804858456,0.22109923804858456,11,1499
standard,C,corruption,lam28_xi1.0_tau3,53,7,5.060599030784012,2.7036172661472673,134,blur,3.0801488830359256,2.7036172661472673,3.7198908582635255,2.7036172661472673,2.710824380425183,0.0,0.4657515346106348,2,1392
standard,D,corruption,lam14_xi0.75_tau3,53,7,5.060599030784012,2.7036172661472673,134,blur,3.0801488830359256,2.7036172661472673,3.7198908582635255,2.7036172661472673,2.7090530740807295,0.0,0.4657515346106348,2,1392
robust,A,uniform,lam28_xi1.0_tau3,53,7,7.118197976482666,7.118197976482666,27,,,,,7.118197976482666,7.322510769665693,0.0,0.0,13,1495
robust,B,uniform,lam14_xi0.75_tau3,53,7,7.118197976482666,7.118197976482666,27,,,,,7.059042264546097,7.059042264546097,0.0083104898363335,0.0083104898363335,10,1499
robust,C,corruption,lam28_xi1.0_tau3,53,7,7.118197976482666,3.600069829947934,93,blur,,3.600069829947934,5.595823109576688,3.5950360767006333,3.601904675473632,0.00139823766901027,0.49495137834350345,3,1433
robust,D,corruption,lam14_xi0.75_tau3,53,7,7.118197976482666,3.600069829947934,93,blur,,3.600069829947934,5.595823109576688,3.600069829947934,3.6063606752818975,0.0,0.4942442115487709,2,1433
standard,A,uniform,lam28_xi1.0_tau3,54,6,12.886558248635838,12.886558248635838,27,,,,,2.014818907321317,2.0148189073282325,0.8436495712472643,0.8436495712472643,22,1473
standard,B,uniform,lam14_xi0.75_tau3,54,6,12.886558248635838,12.886558248635838,27,,,,,2.3624205487869347,2.3624205487869347,0.8166756007922427,0.8166756007922427,32,1493
standard,C,corruption,lam28_xi1.0_tau3,54,6,12.886558248635838,2.44327563049681,137,blur,2.962630435200364,2.44327563049681,2.7473954443737516,1.5137176268463246,1.5454408768005572,0.3804556440738008,0.8825351503760467,20,1390
standard,D,corruption,lam14_xi0.75_tau3,54,6,12.886558248635838,2.44327563049681,137,blur,2.962630435200364,2.44327563049681,2.7473954443737516,1.567269322300211,1.567269322300211,0.3585376521839552,0.8783795260098932,6,1389
robust,A,uniform,lam28_xi1.0_tau3,54,6,12.25154620728045,12.25154620728045,27,,,,,10.928945940017138,10.928945940017138,0.10795374272655966,0.10795374272655966,5,1499
robust,B,uniform,lam14_xi0.75_tau3,54,6,12.25154620728045,12.25154620728045,27,,,,,10.117735899625643,10.117735899625643,0.17416661305874973,0.17416661305874973,23,1499
robust,C,corruption,lam28_xi1.0_tau3,54,6,12.25154620728045,7.156456323407854,72,blur,,7.156456323407854,,7.137654399026716,7.137654399026716,0.002627267397641904,0.417407870136001,20,1450
robust,D,corruption,lam14_xi0.75_tau3,54,6,12.25154620728045,7.156456323407854,72,blur,,7.156456323407854,,7.130782805422629,7.157385100258351,0.003587462401083896,0.4179687457583779,26,1455
standard,A,uniform,lam28_xi1.0_tau3,55,6,8.41537672789954,8.41537672789954,27,,,,,3.5377697619574455,3.5377697619574455,0.5796064898403586,0.5796064898403586,23,1500
standard,B,uniform,lam14_xi0.75_tau3,55,6,8.41537672789954,8.41537672789954,27,,,,,5.776956994679723,5.776956994679723,0.3135236625203779,0.3135236625203779,25,1499
standard,C,corruption,lam28_xi1.0_tau3,55,6,8.41537672789954,2.231319209492232,138,blur,2.280743020980483,2.231319209492232,4.530521019181022,2.095481247523844,2.1125417813080922,0.06087787053977807,0.7509937682793588,21,1389
standard,D,corruption,lam14_xi0.75_tau3,55,6,8.41537672789954,2.231319209492232,138,blur,2.280743020980483,2.231319209492232,4.530521019181022,1.8877382857454015,1.8877382857454015,0.15398107195295344,0.775679883767179,27,1386
